"Format","MoTeC CSV File",,,"Workbook","Driver"
"Venue","daytona 2011 road",,,"Worksheet","Driver General"
"Vehicle","porsche718gt4",,,"Vehicle Desc","porsche718gt4"
"Driver","Craig Putzstuck",,,"Engine ID",""
"Device","ADL"
"Comment","baseline.sto",,,"Session","Race"
"Log Date","6/19/2025",,,"Origin Time","0.000","s"
"Log Time","12:54:24 PM",,,"Start Time","0.000","s"
"Sample Rate","1.000","Hz",,"End Time","1545.217","s"
"Duration","1545.217","s",,"Start Distance","0","m"
"Range","entire outing",,,"End Distance","70421","m"
"Beacon Markers","96.189 216.621 333.781 450.185 566.681 683.183 799.418 915.999 1033.713 1150.292 1268.527 1385.641 1532.211 "
"Time","Distance","Brake","Throttle","Fuel Level","Fuel Remaining","Lap","LapDeltaToBestLap","Speed","Tyre Pres FL","Tyre Pres FR","Tyre Pres RL","Tyre Pres RR","Steering Wheel Angle","TrackTemp"
"s","m","%","%","l","%","","s","m/s","kPa","kPa","kPa","kPa","rad","C"
"0.000","0","100.000000","0.000000","44.0000000","50.5747136","0","0.0000000","0.0181869","172.369008","172.369008","165.474016","165.474016","-0.05921532","22.2222288"
"1.000","0","100.000000","0.000000","43.9998144","50.5744928","0","0.0000000","0.0043665","172.366848","172.366976","165.472592","165.472736","-0.05921532","22.2222288"
"2.000","0","100.000000","0.000000","43.9988256","50.5733600","0","0.0000000","0.0006052","172.365760","172.365920","165.472448","165.472352","-0.02541533","22.2222288"
"3.000","0","100.000000","0.000000","43.9982176","50.5726624","0","0.0000000","0.0000874","172.364528","172.364848","165.472288","165.472256","-0.04637643","22.2222288"
"4.000","0","100.000000","0.000000","43.9977120","50.5720800","0","0.0000000","0.0000375","172.361984","172.362192","165.471072","165.471040","-0.02724932","22.2222288"
"5.000","0","100.000000","0.000000","43.9972064","50.5715040","0","0.0000000","0.0000226","172.357040","172.357136","165.468032","165.468000","-0.01781698","22.2222288"
"6.000","0","100.000000","0.000000","43.9967008","50.5709152","0","0.0000000","0.0000286","172.352240","172.352272","165.464944","165.464928","-0.02436662","22.2222288"
"7.000","0","100.000000","0.000000","43.9961888","50.5703328","0","0.0000000","0.0000135","172.347504","172.347664","165.461856","165.461824","-0.02594020","22.2222288"
"8.000","0","100.000000","0.000000","43.9956832","50.5697472","0","0.0000000","0.0000122","172.342720","172.342848","165.458752","165.458752","-0.02620162","22.2222288"
"9.000","0","100.000000","0.000000","43.9951776","50.5691712","0","0.0000000","0.0000231","172.338160","172.338288","165.455632","165.455632","-0.03170357","22.2222288"
"10.000","0","100.000000","0.000000","43.9946720","50.5685888","0","0.0000000","0.0001560","172.333664","172.333664","165.452512","165.452480","-0.04244705","22.2222288"
"11.000","0","100.000000","0.000000","43.9941600","50.5680000","0","0.0000000","0.0000885","172.329216","172.329216","165.449424","165.449392","-0.05030784","22.2222288"
"12.000","0","100.000000","0.000000","43.9936512","50.5674176","0","0.0000000","0.0001226","172.324752","172.324816","165.446288","165.446288","-0.05423723","22.2222288"
"13.000","0","100.000000","0.000000","43.9931488","50.5668416","0","0.0000000","0.0001592","172.320128","172.320160","165.443168","165.443168","-0.05135453","22.2222288"
"14.000","0","100.000000","0.000000","43.9926400","50.5662560","0","0.0000000","0.0000631","172.315264","172.315200","165.440064","165.440064","-0.06314574","22.2222288"
"15.000","0","100.000000","0.000000","43.9921312","50.5656672","0","0.0000000","0.0001357","172.310880","172.310736","165.436944","165.436944","-0.06786238","22.2222288"
"16.000","0","100.000000","0.567201","43.9916224","50.5650816","0","0.0000000","0.0001678","172.306352","172.306144","165.433968","165.433968","-0.07965257","22.2222288"
"17.000","1","0.000000","57.854516","43.9879104","50.5608128","0","0.0000000","2.4588812","172.265824","172.265600","165.406064","165.406032","-0.09223004","22.2222288"
"18.000","5","0.000000","46.584468","43.9825792","50.5546880","0","0.0000000","6.1626300","172.123920","172.124192","165.313440","165.313504","-0.09249145","22.2222288"
"19.000","13","0.000000","54.648584","43.9737248","50.5445152","0","0.0000000","9.9497984","171.943424","171.943792","165.193632","165.193696","-0.06969636","22.2222288"
"20.000","25","0.000000","27.348952","43.9612928","50.5302240","0","0.0000000","13.7583792","171.750112","171.750624","165.064480","165.064400","-0.01362516","22.2222288"
"21.000","39","0.000000","0.000000","43.9588960","50.5274688","0","0.0000000","12.5578912","171.592352","171.592880","164.957072","164.956720","0.04323435","22.2222288"
"22.000","51","0.000000","30.234274","43.9550816","50.5230816","0","0.0000000","12.2734592","171.484032","171.484416","164.879696","164.879232","0.04926013","22.2222288"
"23.000","64","0.000000","38.224416","43.9447072","50.5111584","0","0.0000000","14.5614912","171.394912","171.395392","164.813008","164.812160","-0.01283888","22.2222288"
"24.000","80","0.000000","37.780516","43.9327392","50.4974016","0","0.0000000","16.7561984","171.319168","171.319536","164.754352","164.753264","0.00393039","22.2222288"
"25.000","98","0.000000","21.134402","43.9237024","50.4870112","0","0.0000000","18.2853008","171.258704","171.258784","164.705920","164.704640","0.00628924","22.2222288"
"26.000","117","0.000000","57.657232","43.9137760","50.4756096","0","0.0000000","19.9866528","171.213104","171.213136","164.668848","164.667104","0.06000362","22.2222288"
"27.000","138","0.000000","35.782992","43.9019168","50.4619712","0","0.0000000","21.9641968","171.177040","171.177104","164.639184","164.636800","0.40928192","22.2222288"
"28.000","160","0.000000","37.484580","43.8927488","50.4514400","0","0.0000000","22.9707424","171.149728","171.152848","164.615536","164.614128","0.84163920","22.2222288"
"29.000","183","0.000000","13.070286","43.8894624","50.4476544","0","0.0000000","22.1278688","171.130416","171.143600","164.596320","164.602448","0.95746152","22.2222288"
"30.000","204","0.000000","12.207152","43.8861728","50.4438752","0","0.0000000","18.4790304","171.117776","171.143568","164.581280","164.597824","-0.34847888","22.2222288"
"31.000","223","0.000000","34.574596","43.8788480","50.4354592","0","0.0000000","19.3885840","171.111040","171.142256","164.570384","164.591392","-1.17561080","22.2222288"
"32.000","244","0.000000","84.882880","43.8632384","50.4175200","0","0.0000000","22.2644960","171.108000","171.136832","164.562016","164.583008","-0.34402452","22.2222288"
"33.000","269","77.981640","0.000000","43.8405024","50.3913888","0","0.0000000","25.2281824","171.102896","171.127040","164.556768","164.575760","-0.15196924","22.2222288"
"34.000","288","0.000000","45.030820","43.8375840","50.3880320","0","0.0000000","17.4440368","171.105408","171.127824","164.558128","164.573968","-0.65476404","22.2222288"
"35.000","307","0.000000","79.038232","43.8267680","50.3755904","0","0.0000000","19.3423744","171.108144","171.127968","164.559072","164.571136","-1.11299488","22.2222288"
"36.000","329","0.000000","100.000000","43.8019904","50.3471168","0","0.0000000","24.4664960","171.109072","171.123264","164.560816","164.567952","0.02489149","22.2222288"
"37.000","356","0.000000","100.000000","43.7737376","50.3146400","0","0.0000000","29.4825792","171.103280","171.114976","164.564160","164.568672","0.37941028","22.2222288"
"38.000","387","0.000000","100.000000","43.7476512","50.2846528","0","0.0000000","33.2282560","171.093792","171.112768","164.568320","164.578688","0.23712980","22.2222288"
"39.000","422","42.940552","37.287304","43.7206016","50.2535616","0","0.0000000","36.2706208","171.083216","171.115264","164.573760","164.595504","0.15537879","22.2222288"
"40.000","455","0.000000","46.781748","43.7168832","50.2492896","0","0.0000000","31.5281856","171.083904","171.126752","164.578320","164.610192","0.22140872","22.2222288"
"41.000","488","0.000000","100.000000","43.6916096","50.2202368","0","0.0000000","34.8813472","171.083664","171.135312","164.580288","164.621712","0.00340654","22.2222288"
"42.000","522","48.028112","0.000000","43.6839552","50.2114400","0","0.0000000","29.5409696","171.085536","171.143072","164.584800","164.631504","-0.00445424","22.2222288"
"43.000","551","0.000000","100.000000","43.6675456","50.1925824","0","0.0000000","30.7088960","171.092352","171.153664","164.588384","164.635904","0.12524627","22.2222288"
"44.000","583","58.596440","0.000000","43.6481472","50.1702848","0","0.0000000","31.6538464","171.091824","171.157856","164.595792","164.635664","0.17371966","22.2222288"
"45.000","612","0.000000","37.287296","43.6463264","50.1681952","0","0.0000000","27.6660480","171.095696","171.166880","164.600656","164.634256","-0.24786722","22.2222288"
"46.000","640","0.000000","19.186194","43.6381952","50.1588480","0","0.0000000","27.9970368","171.098912","171.170816","164.605408","164.627968","0.70485488","22.2222288"
"47.000","668","0.000000","16.276205","43.6350240","50.1551968","0","0.0000000","27.5621312","171.098880","171.173728","164.606544","164.621296","-0.34428696","22.2222288"
"48.000","695","0.000000","23.008630","43.6291776","50.1484768","0","0.0000000","27.4040192","171.102096","171.172912","164.610000","164.611792","0.66948056","22.2222288"
"49.000","723","0.000000","23.255242","43.6231808","50.1415872","0","0.0000000","27.6923264","171.102608","171.171696","164.609424","164.602896","-0.27590176","22.2222288"
"50.000","751","0.000000","24.266338","43.6170656","50.1345568","0","0.0000000","27.6277024","171.105856","171.167488","164.611040","164.591920","0.63672544","22.2222288"
"51.000","779","0.000000","14.845869","43.6112224","50.1278368","0","0.0000000","27.9008608","171.106384","171.163488","164.608768","164.581696","-0.44961436","22.2222288"
"52.000","806","0.000000","12.946982","43.6075936","50.1236736","0","0.0000000","27.2470528","171.112560","171.157792","164.610976","164.570416","0.60842584","22.2222288"
"53.000","833","0.000000","0.813810","43.6058048","50.1216128","0","0.0000000","26.7311456","171.114352","171.153824","164.608416","164.560784","-0.37756208","22.2222288"
"54.000","860","0.000000","21.553634","43.5997760","50.1146848","0","0.0000000","25.9926992","171.120288","171.147856","164.608912","164.549280","0.42814808","22.2222288"
"55.000","886","0.000000","15.832308","43.5941280","50.1081888","0","0.0000000","25.8906560","171.121568","171.142352","164.605232","164.538096","-0.18105252","22.2222288"
"56.000","912","0.000000","27.669536","43.5870464","50.1000512","0","0.0000000","25.8848864","171.124640","171.135792","164.602816","164.525904","0.07991601","22.2222288"
"57.000","939","5.564161","70.160296","43.5639232","50.0734752","0","0.0000000","29.4416032","171.126320","171.126880","164.603472","164.513296","0.17817490","22.2222288"
"58.000","965","0.000000","72.823688","43.5598176","50.0687584","0","0.0000000","23.7890016","171.128064","171.122976","164.606224","164.505008","0.16795572","22.2222288"
"59.000","991","10.055999","27.990128","43.5319072","50.0366752","0","0.0000000","28.9452352","171.127344","171.117392","164.611424","164.496560","0.16716945","22.2222288"
"60.000","1017","0.000000","93.193592","43.5258784","50.0297472","0","0.0000000","24.6614112","171.128064","171.114128","164.617920","164.490032","0.14149168","22.2222288"
"61.000","1044","31.192664","0.000000","43.4988064","49.9986272","0","0.0000000","29.3707520","171.125760","171.108176","164.626752","164.483008","0.15904722","22.2222288"
"62.000","1069","0.000000","93.686816","43.4922496","49.9910880","0","0.0000000","24.4199424","171.127232","171.106800","164.636416","164.478384","0.17555458","22.2222288"
"63.000","1097","12.605742","24.636260","43.4634752","49.9580192","0","0.0000000","29.5821728","171.125760","171.102272","164.648160","164.472800","0.19389592","22.2222288"
"64.000","1123","0.000000","32.946976","43.4601312","49.9541792","0","0.0000000","25.3450128","171.126608","171.099856","164.659312","164.468688","0.28612906","22.2222288"
"65.000","1148","0.000000","7.866832","43.4548352","49.9480864","0","0.0000000","24.9435152","171.128096","171.098576","164.665104","164.463472","-0.28192764","22.2222288"
"66.000","1174","0.000000","43.896424","43.4464448","49.9384416","0","0.0000000","25.4330544","171.132864","171.097040","164.669392","164.456784","-0.86043224","22.2222288"
"67.000","1200","0.000000","50.875460","43.4309888","49.9206784","0","0.0000000","27.1500544","171.143008","171.093264","164.679536","164.448608","0.14175358","22.2222288"
"68.000","1228","0.000000","38.051788","43.4182944","49.9060832","0","0.0000000","27.9747840","171.154512","171.089808","164.691760","164.440864","1.04708072","22.2222288"
"69.000","1256","0.000000","0.000000","43.4133760","49.9004320","0","0.0000000","27.1672128","171.164736","171.089728","164.701808","164.435472","0.27224200","22.2222288"
"70.000","1282","0.000000","15.832308","43.4111456","49.8978656","0","0.0000000","25.7361360","171.173728","171.087808","164.707344","164.429344","0.18891736","22.2222288"
"71.000","1308","0.000000","51.442664","43.4004064","49.8855232","0","0.0000000","26.7298464","171.178096","171.083536","164.707920","164.421392","0.43076848","22.2222288"
"72.000","1335","0.000000","0.000000","43.3934144","49.8774880","0","0.0000000","26.5423472","171.181600","171.076896","164.707328","164.412480","0.17083844","22.2222288"
"73.000","1362","0.000000","21.257708","43.3889632","49.8723680","0","0.0000000","25.8255952","171.188448","171.071888","164.707040","164.405200","-0.42236500","22.2222288"
"74.000","1388","0.000000","24.019728","43.3813888","49.8636640","0","0.0000000","26.0451664","171.194384","171.066192","164.703744","164.398128","0.22140872","22.2222288"
"75.000","1414","0.000000","44.956848","43.3716896","49.8525152","0","0.0000000","26.6890608","171.200320","171.059920","164.698912","164.391872","0.24734894","22.2222288"
"76.000","1442","78.374832","0.000000","43.3518496","49.8297088","0","0.0000000","28.2216704","171.203568","171.051072","164.694224","164.386416","-0.05633363","22.2222288"
"77.000","1466","0.000000","100.000000","43.3403520","49.8164992","0","0.0000000","24.1919248","171.211200","171.053168","164.694672","164.386864","0.06917355","22.2222288"
"78.000","1493","0.476587","51.122092","43.3110464","49.7828096","0","0.0000000","29.5652288","171.212000","171.051072","164.695824","164.388800","0.00052385","22.2222288"
"79.000","1520","0.000000","42.441432","43.3060096","49.7770240","0","0.0000000","26.1239008","171.212064","171.049824","164.697184","164.390736","-0.00445424","22.2222288"
"80.000","1547","0.000000","67.472248","43.2876896","49.7559616","0","0.0000000","28.6740832","171.210000","171.047696","164.695568","164.389216","0.04375719","22.2222288"
"81.000","1577","0.000000","20.863132","43.2747392","49.7410816","0","0.0000000","29.7070880","171.205408","171.043664","164.693392","164.386560","0.00707552","22.2222288"
"82.000","1606","0.000000","0.000000","43.2699744","49.7356032","0","0.0000000","28.7031488","171.201920","171.040352","164.689632","164.381504","0.00602680","22.2222288"
"83.000","1634","0.000000","33.958076","43.2640192","49.7287552","0","0.0000000","28.0608864","171.199776","171.038096","164.684192","164.375728","0.00524052","22.2222288"
"84.000","1663","0.000000","26.979032","43.2540320","49.7172800","0","0.0000000","28.5149760","171.196288","171.034672","164.677504","164.368384","0.01467286","22.2222288"
"85.000","1691","0.000000","4.956843","43.2490432","49.7115456","0","0.0000000","27.7279712","171.192256","171.031184","164.670048","164.359856","-0.00943234","22.2222288"
"86.000","1718","0.000000","26.781744","43.2459456","49.7079840","0","0.0000000","26.4632016","171.189008","171.028048","164.661664","164.351104","0.00890950","22.2222288"
"87.000","1745","0.000000","37.336616","43.2350112","49.6954144","0","0.0000000","27.3000256","171.184816","171.023728","164.652576","164.341504","0.00209641","22.2222288"
"88.000","1772","0.000000","9.938350","43.2276928","49.6870016","0","0.0000000","27.2362816","171.179696","171.018544","164.642976","164.331600","0.00314411","22.2222288"
"89.000","1799","0.000000","17.090012","43.2228384","49.6814272","0","0.0000000","26.5119776","171.175200","171.013760","164.632896","164.321600","-0.02724932","22.2222288"
"90.000","1826","0.000000","42.244136","43.2131296","49.6702656","0","0.0000000","27.0373600","171.170048","171.008880","164.623200","164.310784","0.01938954","22.2222288"
"91.000","1855","0.000000","100.000000","43.1856512","49.6386752","0","0.0000000","30.9030912","171.162416","171.002816","164.616192","164.300592","0.13939580","22.2222288"
"92.000","1888","0.000000","100.000000","43.1584448","49.6074080","0","0.0000000","34.7224160","171.151856","170.996688","164.616768","164.294160","0.14280131","22.2222288"
"93.000","1924","0.000000","100.000000","43.1287424","49.5732704","0","0.0000000","38.4215200","171.141504","170.992208","164.625136","164.291760","0.11240687","22.2222288"
"94.000","1964","0.000000","100.000000","43.0989024","49.5389664","0","0.0000000","41.6867136","171.134560","170.990288","164.641040","164.295200","0.12000576","22.2222288"
"95.000","2007","0.000000","100.000000","43.0709984","49.5068960","0","0.0000000","44.3127136","171.132416","170.992592","164.660544","164.305280","0.10952470","22.2222288"
"96.000","2053","0.000000","100.000000","43.0417312","49.4732544","0","0.0000000","46.8882944","171.134768","170.998944","164.682256","164.321888","0.11607483","22.2222288"
"97.000","2101","0.000000","100.000000","43.0113568","49.4383424","1","0.2478498","49.3732224","171.141040","171.009536","164.707472","164.345376","0.12786604","22.2222288"
"98.000","2152","0.000000","100.000000","42.9803936","49.4027488","1","0.5215180","51.7533760","171.149824","171.026224","164.734816","164.377664","0.13127255","22.2222288"
"99.000","2205","0.000000","100.000000","42.9508832","49.3688288","1","0.7620066","53.7114432","171.161072","171.047168","164.762976","164.418912","0.07336536","22.2222288"
"100.000","2259","0.000000","100.000000","42.9218144","49.3354176","1","0.9745124","55.4666752","171.176880","171.067504","164.790128","164.464816","0.06629082","22.2222288"
"101.000","2313","0.000000","61.109740","42.9040352","49.3149792","1","1.1893361","52.9456192","171.202016","171.093824","164.812608","164.511072","0.10847697","22.2222288"
"102.000","2364","60.753000","22.392108","42.8924608","49.3016800","1","1.3959439","46.9514976","171.236480","171.137136","164.828032","164.553104","0.08908746","22.2222288"
"103.000","2407","30.406294","31.491978","42.8838464","49.2917760","1","1.6270571","40.1553984","171.287536","171.197984","164.836704","164.589200","0.35215892","22.2222288"
"104.000","2444","27.868462","24.512950","42.8742688","49.2807680","1","1.8118754","35.4517440","171.327792","171.258384","164.837456","164.624880","0.05266668","22.2222288"
"105.000","2476","85.428344","12.897661","42.8657728","49.2710048","1","1.8755366","30.5145440","171.362800","171.311664","164.833872","164.655616","0.40875808","22.2222288"
"106.000","2501","0.000000","1.504316","42.8638496","49.2687936","1","1.8505936","21.2915168","171.394384","171.358416","164.831392","164.681504","-1.13002464","22.2222288"
"107.000","2521","0.000000","19.112210","42.8536352","49.2570496","1","2.0494666","20.6656576","171.419760","171.396784","164.828096","164.706512","1.78948288","22.2222288"
"108.000","2544","0.000000","100.000000","42.8330528","49.2333952","1","2.2704840","24.2499104","171.436688","171.438800","164.823232","164.736720","0.94383536","22.2222288"
"109.000","2571","0.000000","100.000000","42.8029152","49.1987488","1","2.3963284","29.5518336","171.445840","171.482544","164.821136","164.781184","0.36185432","22.2222288"
"110.000","2603","0.000000","100.000000","42.7751008","49.1667808","1","2.4533556","33.4141504","171.450320","171.521632","164.823040","164.833968","0.52221720","22.2222288"
"111.000","2638","0.000000","100.000000","42.7461536","49.1335104","1","2.5011354","37.1033376","171.450880","171.558288","164.827728","164.890528","-0.18052964","22.2222288"
"112.000","2677","0.000000","31.072742","42.7183680","49.1015744","1","2.5553152","40.1795552","171.460656","171.578224","164.845824","164.932256","-0.54367448","22.2222288"
"113.000","2718","0.000000","100.000000","42.6915168","49.0707104","1","2.5996612","42.6456576","171.488688","171.588768","164.887280","164.960912","0.28848740","22.2222288"
"114.000","2762","0.000000","95.191120","42.6630432","49.0379840","1","2.6327140","45.0941088","171.504448","171.616128","164.917456","165.006432","0.73472760","22.2222288"
"115.000","2809","0.000000","100.000000","42.6358944","49.0067744","1","2.6695424","47.1484000","171.510448","171.686512","164.939440","165.100352","0.04008922","22.2222288"
"116.000","2857","0.000000","100.000000","42.6054112","48.9717376","1","2.6995588","49.6347840","171.518720","171.738752","164.965408","165.179072","-0.20358618","22.2222288"
"117.000","2902","44.894548","75.000000","42.5943264","48.9589920","1","2.7530558","41.1610528","171.557424","171.786016","165.004640","165.228096","0.02567878","22.2222288"
"118.000","2939","9.674728","21.948212","42.5857216","48.9491040","1","2.7526168","32.7637248","171.610144","171.845568","165.032528","165.258224","-0.12760256","22.2222288"
"119.000","2967","89.538920","18.224414","42.5791328","48.9415328","1","2.7697124","23.6125120","171.662976","171.897600","165.056048","165.276512","-1.09491728","22.2222288"
"120.000","2989","0.000000","0.000000","42.5708192","48.9319776","1","2.8164330","21.4638976","171.723488","171.939456","165.080624","165.286400","-2.05480640","22.2222288"
"121.000","3010","0.000000","36.276208","42.5678208","48.9285280","1","2.8279228","20.0855248","171.792512","171.970736","165.110448","165.290544","-2.09017056","22.2222288"
"122.000","3032","0.000000","99.852048","42.5470976","48.9047104","1","2.7971408","23.6999104","171.868736","171.993552","165.146672","165.291856","-1.46012624","22.2222288"
"123.000","3058","0.000000","100.000000","42.5172448","48.8704000","1","2.7205266","28.8555616","171.950880","172.010368","165.202816","165.295696","-0.44044440","22.2222288"
"124.000","3090","0.000000","100.000000","42.4890496","48.8379872","1","2.6885632","32.8141888","172.025392","172.022688","165.272416","165.302656","-0.34926512","22.2222288"
"125.000","3124","0.000000","100.000000","42.4604864","48.8051616","1","2.6633152","36.5463104","172.088848","172.031872","165.346064","165.311568","-0.22297572","22.2222288"
"126.000","3163","0.000000","100.000000","42.4299200","48.7700224","1","2.6390352","40.1560832","172.135456","172.040448","165.410592","165.323584","-0.08672709","22.2222288"
"127.000","3204","0.000000","100.000000","42.4017152","48.7376032","1","2.6226270","43.0038272","172.167360","172.050032","165.463264","165.340224","-0.05423722","22.2222288"
"128.000","3249","0.000000","100.000000","42.3731104","48.7047264","1","2.6076470","45.5986400","172.190320","172.062128","165.505728","165.358864","0.01257645","22.2222288"
"129.000","3295","0.000000","100.000000","42.3431904","48.6703328","1","2.5917646","48.1137120","172.208912","172.075664","165.541296","165.381920","0.07179381","22.2222288"
"130.000","3345","0.000000","100.000000","42.3124512","48.6350016","1","2.5761712","50.4882432","172.225472","172.091168","165.573200","165.410384","-0.01021862","22.2222288"
"131.000","3396","0.000000","100.000000","42.2841440","48.6024672","1","2.5651494","52.2985984","172.241600","172.108688","165.604064","165.441824","0.04008922","22.2222288"
"132.000","3449","0.000000","67.916160","42.2639200","48.5792160","1","2.5580232","52.9829760","172.257264","172.137312","165.630512","165.480048","0.44386924","22.2222288"
"133.000","3502","0.000000","44.389636","42.2446560","48.5570720","1","2.5673198","53.2981440","172.268656","172.225296","165.646640","165.570384","0.98209368","22.2222288"
"134.000","3555","0.000000","100.000000","42.2236448","48.5329248","1","2.6034066","53.5116576","172.282448","172.378192","165.658064","165.715632","0.70354536","22.2222288"
"135.000","3609","0.000000","100.000000","42.1946720","48.4996224","1","2.6435926","54.8101568","172.287392","172.559184","165.675360","165.892784","-0.09747054","22.2222288"
"136.000","3660","68.187776","7.916153","42.1863520","48.4900640","1","2.7445050","46.4430912","172.325584","172.698816","165.708064","166.024688","0.03825524","22.2222288"
"137.000","3701","20.231148","31.812582","42.1769920","48.4793024","1","2.9187750","40.8241728","172.394352","172.808640","165.746720","166.097664","-0.40219124","22.2222288"
"138.000","3735","62.909568","5.030825","42.1736160","48.4754176","1","3.0127892","29.2735008","172.461616","172.888048","165.783360","166.139760","-0.25572592","22.2222288"
"139.000","3760","0.000000","29.667086","42.1693600","48.4705312","1","3.1004774","23.4264320","172.521728","172.953088","165.815472","166.165104","-0.96706488","22.2222288"
"140.000","3783","7.708805","2.836004","42.1653696","48.4659424","1","3.0628812","22.1244016","172.577008","173.001792","165.845168","166.179600","-1.65084688","22.2222288"
"141.000","3805","0.000000","61.750924","42.1586496","48.4582176","1","3.0244670","21.6933968","172.637456","173.036064","165.878160","166.185008","-1.65634816","22.2222288"
"142.000","3829","0.000000","100.000000","42.1331968","48.4289632","1","2.9401930","26.1033520","172.704064","173.061328","165.922048","166.189008","-1.25551664","22.2222288"
"143.000","3858","0.000000","100.000000","42.1043616","48.3958176","1","2.9179030","29.8003168","172.785824","173.078064","165.999904","166.197104","-0.32122946","22.2222288"
"144.000","3889","0.000000","100.000000","42.0779040","48.3654048","1","2.9102428","33.2141088","172.874416","173.089696","166.112528","166.211040","-0.90444776","22.2222288"
"145.000","3924","0.000000","100.000000","42.0503776","48.3337664","1","2.9085970","36.5216064","172.953824","173.099344","166.235200","166.227504","-0.25729954","22.2222288"
"146.000","3963","0.000000","100.000000","42.0198016","48.2986272","1","2.9147416","40.1604544","173.013792","173.109216","166.345664","166.247376","-0.02724932","22.2222288"
"147.000","4004","0.000000","100.000000","41.9915008","48.2660896","1","2.9180550","43.0015040","173.055632","173.119632","166.431472","166.270288","-0.00733592","22.2222288"
"148.000","4049","0.000000","100.000000","41.9628480","48.2331616","1","2.9188564","45.6745728","173.083696","173.132896","166.493168","166.296320","0.20752118","22.2222288"
"149.000","4091","81.699032","4.512948","41.9495200","48.2178432","1","2.9867690","37.5914656","173.116672","173.167568","166.537296","166.331728","-0.06681469","22.2222288"
"150.000","4125","76.027656","11.245376","41.9439616","48.2114496","1","3.2348296","32.0989216","173.172608","173.221872","166.572224","166.362320","0.11004905","22.2222288"
"151.000","4151","0.000000","26.288526","41.9384800","48.2051520","1","3.4673652","25.0549856","173.220352","173.266816","166.594128","166.381664","0.46745312","22.2222288"
"152.000","4174","0.000000","56.596800","41.9317920","48.1974624","1","3.5386260","21.9408848","173.257264","173.308112","166.606320","166.398448","1.15347192","22.2222288"
"153.000","4198","0.000000","57.090004","41.9156800","48.1789408","1","3.5572308","24.2429872","173.285664","173.354512","166.613296","166.421760","1.46059808","22.2222288"
"154.000","4224","0.000000","74.500616","41.8956064","48.1558720","1","3.6281580","26.9444928","173.306736","173.412544","166.617120","166.458976","0.95903408","22.2222288"
"155.000","4253","0.000000","100.000000","41.8688672","48.1251328","1","3.6603532","30.7989056","173.321408","173.479072","166.621568","166.518384","0.49522780","22.2222288"
"156.000","4286","0.000000","100.000000","41.8416256","48.0938240","1","3.6736900","34.2944096","173.331792","173.548944","166.629472","166.595440","0.64773136","22.2222288"
"157.000","4322","0.000000","100.000000","41.8120384","48.0598112","1","3.6856228","37.7896576","173.338048","173.626816","166.641216","166.689376","0.32202638","22.2222288"
"158.000","4361","0.000000","100.000000","41.7824896","48.0258528","1","3.6826528","40.9409824","173.344512","173.700288","166.658384","166.784976","0.27643430","22.2222288"
"159.000","4404","0.000000","100.000000","41.7550304","47.9942880","1","3.6810380","43.3733536","173.351920","173.764656","166.683168","166.861184","0.24368044","22.2222288"
"160.000","4448","0.000000","100.000000","41.7262944","47.9612576","1","3.6758868","45.8007968","173.362384","173.815536","166.713408","166.916496","0.18760774","22.2222288"
"161.000","4495","0.000000","100.000000","41.6963392","47.9268256","1","3.6673756","48.2402336","173.376752","173.857280","166.749424","166.960032","0.20228110","22.2222288"
"162.000","4545","0.000000","100.000000","41.6656160","47.8915136","1","3.6565236","50.5561632","173.397744","173.899264","166.791728","167.004224","0.19389596","22.2222288"
"163.000","4596","0.000000","100.000000","41.6366272","47.8581920","1","3.6464964","52.4260736","173.424848","173.945952","166.837040","167.057040","0.17660230","22.2222288"
"164.000","4650","0.000000","100.000000","41.6081664","47.8254784","1","3.6376796","54.0846528","173.458096","173.997392","166.885008","167.117200","0.21302358","22.2222288"
"165.000","4705","0.000000","100.000000","41.5789920","47.7919456","1","3.6284880","55.7150336","173.494560","174.057360","166.935888","167.187200","0.19337162","22.2222288"
"166.000","4761","0.000000","100.000000","41.5491328","47.7576256","1","3.6186596","57.3173696","173.534288","174.125200","166.990720","167.267312","0.19232442","22.2222288"
"167.000","4820","0.000000","100.000000","41.5187584","47.7227072","1","3.6075468","58.8570112","173.577248","174.201200","167.050592","167.357664","0.18000888","22.2222288"
"168.000","4879","0.000000","100.000000","41.4880416","47.6874016","1","3.5939336","60.2916352","173.624352","174.284704","167.116848","167.457536","0.17660234","22.2222288"
"169.000","4940","0.000000","100.000000","41.4570976","47.6518336","1","3.5778452","61.6108416","173.674848","174.377616","167.188480","167.568320","0.17922258","22.2222288"
"170.000","5002","0.000000","100.000000","41.4281248","47.6185312","1","3.5616788","62.5543808","173.728544","174.480608","167.265200","167.690880","0.17162374","22.2222288"
"171.000","5065","0.000000","100.000000","41.4005408","47.5868288","1","3.5510456","63.2775168","173.785984","174.592320","167.344912","167.820880","0.18027132","22.2222288"
"172.000","5129","0.000000","100.000000","41.3726944","47.5548256","1","3.5391072","64.0104832","173.843920","174.706912","167.422416","167.957440","0.17450642","22.2222288"
"173.000","5194","0.000000","100.000000","41.3445920","47.5225184","1","3.5223248","64.7460608","173.897984","174.811776","167.487664","168.097504","0.11790983","22.2222288"
"174.000","5259","0.000000","100.000000","41.3162112","47.4898944","1","3.5061556","65.5231040","173.944944","174.885168","167.533264","168.220912","-0.00681207","22.2222288"
